Category,Language,Aspects,Count
PostDoc,German,innovation___sache,1
PostDoc,German,leistung___video,1
PostDoc,German,leistung___vertrag,1
PostDoc,German,leistung___universität,1
PostDoc,German,innovation___teil,1
PostDoc,German,leistung___thread,1
PostDoc,German,leistung___tag,1
PostDoc,German,innovation___un,1
PostDoc,German,innovation___verantwortung,1
PostDoc,German,leistung___semester,1
PostDoc,German,leistung___realität,1
PostDoc,German,lösung___postdoc,1
PostDoc,German,lösung___professor,1
PostDoc,German,lösung___projekt,1
PostDoc,German,hanna___semester,1
PostDoc,German,hanna___studium,1
PostDoc,German,mitarbeiter___situation,1
PostDoc,German,mitarbeiter___sache,1
PostDoc,German,mitarbeiter___realität,1
PostDoc,German,mitarbeiter___qualifikation,1
PostDoc,German,hanna___stunde,1
PostDoc,German,mitarbeiter___prof,1
PostDoc,German,hanna___un,1
PostDoc,German,hanna___urlaub,1
PostDoc,German,mitarbeiter___perspektive,1
PostDoc,German,hanna___verwaltung,1
PostDoc,German,mitarbeiter___person,1
PostDoc,German,mitarbeiter___nachwuchs,1
PostDoc,German,hanna___vorschlag,1
PostDoc,German,mitarbeiter___monat,1
PostDoc,German,hanna___wirtschaft,1
PostDoc,German,hanna___wissenschaftlerin,1
PostDoc,German,mitarbeiter___tag,1
PostDoc,German,hanna___sache,1
PostDoc,German,hochschule___kollege,1
PostDoc,German,mitarbeiter___tweet,1
PostDoc,German,hanna___interview,1
PostDoc,German,mittel___professur,1
PostDoc,German,mittel___prof,1
PostDoc,German,mittel___position,1
PostDoc,German,hanna___lehre,1
PostDoc,German,hanna___leistung,1
PostDoc,German,mittel___nachwuchs,1
PostDoc,German,hanna___mitarbeiter,1
PostDoc,German,mitarbeiter___wort,1
PostDoc,German,hanna___mittel,1
PostDoc,German,mitarbeiter___wissenschaftler,1
PostDoc,German,hanna___möglichkeit,1
PostDoc,German,mitarbeiter___vorschlag,1
PostDoc,German,mitarbeiter___video,1
PostDoc,German,mitarbeiter___verantwortung,1
PostDoc,German,hanna___publikation,1
PostDoc,German,mitarbeiter___un,1
PostDoc,German,hochschule___job,1
PostDoc,German,hochschule___lehre,1
PostDoc,German,idee___politik,1
PostDoc,German,mensch___monat,1
PostDoc,German,hochschule___woche,1
PostDoc,German,lösung___zukunft,1
PostDoc,German,idee___interview,1
PostDoc,German,idee___konferenz,1
PostDoc,German,idee___kopf,1
PostDoc,German,idee___land,1
PostDoc,German,lösung___video,1
PostDoc,German,idee___lehre,1
PostDoc,German,idee___leistung,1
PostDoc,German,lösung___universität,1
PostDoc,German,idee___lösung,1
PostDoc,German,lösung___uhr,1
PostDoc,German,lösung___thread,1
PostDoc,German,lösung___thema,1
PostDoc,German,idee___nachwuchs,1
PostDoc,German,idee___perspektive,1
PostDoc,German,lösung___realität,1
PostDoc,German,hochschule___vorschlag,1
PostDoc,German,mensch___möglichkeit,1
PostDoc,German,hochschule___leistung,1
PostDoc,German,mensch___person,1
PostDoc,German,mensch___vorschlag,1
PostDoc,German,mensch___video,1
PostDoc,German,mensch___verwaltung,1
PostDoc,German,mensch___vertrag,1
PostDoc,German,mensch___verantwortung,1
PostDoc,German,hochschule___leute,1
PostDoc,German,mensch___un,1
PostDoc,German,mensch___track,1
PostDoc,German,hochschule___post,1
PostDoc,German,mensch___stunde,1
PostDoc,German,hochschule___promotion,1
PostDoc,German,hochschule___publikation,1
PostDoc,German,hochschule___qualifikation,1
PostDoc,German,mensch___projekt,1
PostDoc,German,mensch___postdoc,1
PostDoc,German,mensch___post,1
PostDoc,German,hochschule___track,1
PostDoc,German,lehre___urlaub,1
PostDoc,German,interview___thema,1
PostDoc,German,mittel___sache,1
PostDoc,German,konferenz___studium,1
PostDoc,German,konferenz___video,1
PostDoc,German,konferenz___vertrag,1
PostDoc,German,konferenz___universität,1
PostDoc,German,konferenz___un,1
PostDoc,German,konferenz___thread,1
PostDoc,German,konferenz___teil,1
PostDoc,German,kind___uhr,1
PostDoc,German,kind___un,1
PostDoc,German,konferenz___situation,1
PostDoc,German,lehre___uhr,1
PostDoc,German,konferenz___reform,1
PostDoc,German,konferenz___realität,1
PostDoc,German,konferenz___promotion,1
PostDoc,German,konferenz___projekt,1
PostDoc,German,konferenz___problem,1
PostDoc,German,konferenz___postdoc,1
PostDoc,German,kind___verantwortung,1
PostDoc,German,konferenz___personal,1
PostDoc,German,konferenz___vorschlag,1
PostDoc,German,kind___situation,1
PostDoc,German,konferenz___wissenschaftlerin,1
PostDoc,German,konferenz___wissenschaftssystem,1
PostDoc,German,karriere___zukunft,1
PostDoc,German,kind___kommentar,1
PostDoc,German,kind___kopf,1
PostDoc,German,kopf___realität,1
PostDoc,German,kopf___promotion,1
PostDoc,German,kopf___prof,1
PostDoc,German,kind___lösung,1
PostDoc,German,kind___mittel,1
PostDoc,German,kopf___möglichkeit,1
PostDoc,German,kind___mittelbau,1
PostDoc,German,kind___möglichkeit,1
PostDoc,German,kind___politik,1
PostDoc,German,kopf___leistung,1
PostDoc,German,kind___publikation,1
PostDoc,German,konferenz___zukunft,1
PostDoc,German,kind___reform,1
PostDoc,German,kind___sache,1
PostDoc,German,konferenz___monat,1
PostDoc,German,konferenz___mittelbau,1
PostDoc,German,konferenz___mittel,1
PostDoc,German,kollege___personal,1
PostDoc,German,kommentar___perspektive,1
PostDoc,German,kommentar___person,1
PostDoc,German,kommentar___mittelbau,1
PostDoc,German,kommentar___lösung,1
PostDoc,German,kollege___position,1
PostDoc,German,kommentar___kritik,1
PostDoc,German,kollege___professur,1
PostDoc,German,kollege___wissenschaftssystem,1
PostDoc,German,kollege___wissenschaftlerin,1
PostDoc,German,kollege___promotion,1
PostDoc,German,kollege___publikation,1
PostDoc,German,kollege___verwaltung,1
PostDoc,German,kollege___reform,1
PostDoc,German,kollege___struktur,1
PostDoc,German,kollege___studium,1
PostDoc,German,kollege___un,1
PostDoc,German,kollege___stunde,1
PostDoc,German,kommentar___position,1
PostDoc,German,kollege___person,1
PostDoc,German,konferenz___mitarbeiter,1
PostDoc,German,kommentar___professor,1
PostDoc,German,konferenz___mensch,1
PostDoc,German,konferenz___leute,1
PostDoc,German,kind___verwaltung,1
PostDoc,German,kommentar___woche,1
PostDoc,German,kind___vorschlag,1
PostDoc,German,kind___wissenschaftssystem,1
PostDoc,German,kind___wort,1
PostDoc,German,kommentar___vertrag,1
PostDoc,German,kommentar___verantwortung,1
PostDoc,German,kommentar___universität,1
PostDoc,German,kollege___konferenz,1
PostDoc,German,kollege___kopf,1
PostDoc,German,kollege___lehre,1
PostDoc,German,kollege___mensch,1
PostDoc,German,kollege___mittel,1
PostDoc,German,kommentar___situation,1
PostDoc,German,kommentar___realität,1
PostDoc,German,kopf___teil,1
PostDoc,German,kopf___thread,1
PostDoc,German,kopf___universität,1
PostDoc,German,lehre___mittel,1
PostDoc,German,job___person,1
PostDoc,German,job___personal,1
PostDoc,German,land___wissenschaftlerin,1
PostDoc,German,job___position,1
PostDoc,German,job___publikation,1
PostDoc,German,job___qualifikation,1
PostDoc,German,job___situation,1
PostDoc,German,job___struktur,1
PostDoc,German,land___uhr,1
PostDoc,German,job___tag,1
PostDoc,German,job___thread,1
PostDoc,German,job___urlaub,1
PostDoc,German,land___semester,1
PostDoc,German,land___sache,1
PostDoc,German,job___wissenschaftssystem,1
PostDoc,German,land___qualifikation,1
PostDoc,German,land___promotion,1
PostDoc,German,lehre___leute,1
PostDoc,German,lehre___monat,1
PostDoc,German,land___professor,1
PostDoc,German,lehre___nachwuchs,1
PostDoc,German,lehre___tweet,1
PostDoc,German,lehre___thema,1
PostDoc,German,interview___universität,1
PostDoc,German,interview___video,1
PostDoc,German,interview___wissenschaftssystem,1
PostDoc,German,lehre___struktur,1
PostDoc,German,lehre___situation,1
PostDoc,German,interview___zukunft,1
PostDoc,German,lehre___qualifikation,1
PostDoc,German,lehre___publikation,1
PostDoc,German,job___kollege,1
PostDoc,German,lehre___postdoc,1
PostDoc,German,lehre___post,1
PostDoc,German,lehre___position,1
PostDoc,German,job___land,1
PostDoc,German,job___lösung,1
PostDoc,German,lehre___person,1
PostDoc,German,land___professur,1
PostDoc,German,land___prof,1
PostDoc,German,karriere___wirtschaft,1
PostDoc,German,kritik___stunde,1
PostDoc,German,kritik___reform,1
PostDoc,German,kritik___realität,1
PostDoc,German,kritik___publikation,1
PostDoc,German,kritik___promotion,1
PostDoc,German,karriere___semester,1
PostDoc,German,karriere___situation,1
PostDoc,German,karriere___struktur,1
PostDoc,German,kritik___position,1
PostDoc,German,kritik___politik,1
PostDoc,German,karriere___teil,1
PostDoc,German,kritik___mensch,1
PostDoc,German,kritik___lösung,1
PostDoc,German,kritik___leistung,1
PostDoc,German,karriere___tweet,1
PostDoc,German,karriere___verwaltung,1
PostDoc,German,kopf___wissenschaftlerin,1
PostDoc,German,karriere___vorschlag,1
PostDoc,German,kritik___sache,1
PostDoc,German,karriere___realität,1
PostDoc,German,job___zukunft,1
PostDoc,German,kritik___thema,1
PostDoc,German,land___postdoc,1
PostDoc,German,land___position,1
PostDoc,German,land___nachwuchs,1
PostDoc,German,karriere___land,1
PostDoc,German,karriere___mitarbeiter,1
PostDoc,German,land___mittelbau,1
PostDoc,German,karriere___mittelbau,1
PostDoc,German,karriere___möglichkeit,1
PostDoc,German,karriere___nachwuchs,1
PostDoc,German,land___lösung,1
PostDoc,German,karriere___person,1
PostDoc,German,karriere___personal,1
PostDoc,German,karriere___politik,1
PostDoc,German,karriere___projekt,1
PostDoc,German,karriere___publikation,1
PostDoc,German,kritik___universität,1
PostDoc,German,kritik___thread,1
PostDoc,German,mittel___realität,1
PostDoc,German,mittel___semester,1
PostDoc,German,frau___zeit,1
PostDoc,German,perspektive___verwaltung,1
PostDoc,German,geschichte___möglichkeit,1
PostDoc,German,perspektive___zukunft,1
PostDoc,German,perspektive___wissenschaftssystem,1
PostDoc,German,perspektive___wissenschaftlerin,1
PostDoc,German,geschichte___post,1
PostDoc,German,geschichte___postdoc,1
PostDoc,German,perspektive___wirtschaft,1
PostDoc,German,perspektive___video,1
PostDoc,German,geschichte___professor,1
PostDoc,German,personal___position,1
PostDoc,German,perspektive___verantwortung,1
PostDoc,German,perspektive___urlaub,1
PostDoc,German,perspektive___universität,1
PostDoc,German,perspektive___un,1
PostDoc,German,perspektive___tweet,1
PostDoc,German,geschichte___semester,1
PostDoc,German,geschichte___stelle,1
PostDoc,German,geschichte___system,1
PostDoc,German,geschichte___monat,1
PostDoc,German,politik___prof,1
PostDoc,German,politik___professur,1
PostDoc,German,politik___promotion,1
PostDoc,German,geld___woche,1
PostDoc,German,geld___zukunft,1
PostDoc,German,geschichte___gesellschaft,1
PostDoc,German,geschichte___gesetz,1
PostDoc,German,geschichte___gespräch,1
PostDoc,German,politik___un,1
PostDoc,German,geschichte___hanna,1
PostDoc,German,geschichte___hochschule,1
PostDoc,German,geschichte___job,1
PostDoc,German,geschichte___karriere,1
PostDoc,German,geschichte___kollege,1
PostDoc,German,politik___stunde,1
PostDoc,German,geschichte___leute,1
PostDoc,German,politik___sauerei,1
PostDoc,German,politik___sache,1
PostDoc,German,politik___qualifikation,1
PostDoc,German,politik___publikation,1
PostDoc,German,geschichte___tag,1
PostDoc,German,geschichte___teil,1
PostDoc,German,perspektive___stunde,1
PostDoc,German,gesellschaft___promotion,1
PostDoc,German,personal___tweet,1
PostDoc,German,personal___track,1
PostDoc,German,personal___thread,1
PostDoc,German,personal___thema,1
PostDoc,German,personal___teil,1
PostDoc,German,personal___tag,1
PostDoc,German,gesellschaft___publikation,1
PostDoc,German,personal___stunde,1
PostDoc,German,personal___studium,1
PostDoc,German,personal___struktur,1
PostDoc,German,gesellschaft___situation,1
PostDoc,German,personal___sache,1
PostDoc,German,personal___qualifikation,1
PostDoc,German,personal___publikation,1
PostDoc,German,personal___projekt,1
PostDoc,German,gesellschaft___studium,1
PostDoc,German,gesellschaft___stunde,1
PostDoc,German,personal___un,1
PostDoc,German,gesellschaft___projekt,1
PostDoc,German,perspektive___studium,1
PostDoc,German,personal___urlaub,1
PostDoc,German,geschichte___thema,1
PostDoc,German,geschichte___woche,1
PostDoc,German,perspektive___reform,1
PostDoc,German,perspektive___realität,1
PostDoc,German,geschichte___zeit,1
PostDoc,German,gesellschaft___gespräch,1
PostDoc,German,gesellschaft___idee,1
PostDoc,German,gesellschaft___kollege,1
PostDoc,German,gesellschaft___mittel,1
PostDoc,German,perspektive___post,1
PostDoc,German,perspektive___position,1
PostDoc,German,personal___wort,1
PostDoc,German,personal___woche,1
PostDoc,German,personal___wissenschaftssystem,1
PostDoc,German,personal___wissenschaftler,1
PostDoc,German,personal___video,1
PostDoc,German,personal___verantwortung,1
PostDoc,German,politik___vorschlag,1
PostDoc,German,geld___wirtschaft,1
PostDoc,German,geld___video,1
PostDoc,German,postdoc___teil,1
PostDoc,German,gedanke___projekt,1
PostDoc,German,postdoc___stunde,1
PostDoc,German,postdoc___studium,1
PostDoc,German,gedanke___publikation,1
PostDoc,German,gedanke___sache,1
PostDoc,German,gedanke___struktur,1
PostDoc,German,postdoc___realität,1
PostDoc,German,gedanke___thema,1
PostDoc,German,gedanke___uhr,1
PostDoc,German,gedanke___universität,1
PostDoc,German,gedanke___urlaub,1
PostDoc,German,gedanke___vertrag,1
PostDoc,German,gedanke___video,1
PostDoc,German,gedanke___woche,1
PostDoc,German,post___zukunft,1
PostDoc,German,post___zeit,1
PostDoc,German,post___wort,1
PostDoc,German,gedanke___professor,1
PostDoc,German,gedanke___prof,1
PostDoc,German,post___wissenschaftssystem,1
PostDoc,German,postdoc___thread,1
PostDoc,German,frau___zukunft,1
PostDoc,German,gedanke___gesetz,1
PostDoc,German,gedanke___innovation,1
PostDoc,German,postdoc___wort,1
PostDoc,German,gedanke___interview,1
PostDoc,German,gedanke___kollege,1
PostDoc,German,gedanke___kritik,1
PostDoc,German,gedanke___leute,1
PostDoc,German,gedanke___mensch,1
PostDoc,German,postdoc___video,1
PostDoc,German,postdoc___verwaltung,1
PostDoc,German,gedanke___mittelbau,1
PostDoc,German,postdoc___verantwortung,1
PostDoc,German,postdoc___urlaub,1
PostDoc,German,gedanke___möglichkeit,1
PostDoc,German,gedanke___personal,1
PostDoc,German,gedanke___post,1
PostDoc,German,gedanke___zukunft,1
PostDoc,German,geld___geschichte,1
PostDoc,German,geld___verwaltung,1
PostDoc,German,position___wissenschaftssystem,1
PostDoc,German,geld___promotion,1
PostDoc,German,position___video,1
PostDoc,German,position___verwaltung,1
PostDoc,German,position___verantwortung,1
PostDoc,German,geld___realität,1
PostDoc,German,position___track,1
PostDoc,German,geld___semester,1
PostDoc,German,geld___studium,1
PostDoc,German,position___tag,1
PostDoc,German,geld___thread,1
PostDoc,German,position___situation,1
PostDoc,German,geld___un,1
PostDoc,German,geld___universität,1
PostDoc,German,position___prof,1
PostDoc,German,geld___urlaub,1
PostDoc,German,position___post,1
PostDoc,German,politik___wort,1
PostDoc,German,position___wissenschaftlerin,1
PostDoc,German,geld___post,1
PostDoc,German,geld___gesetz,1
PostDoc,German,geld___perspektive,1
PostDoc,German,geld___gespräch,1
PostDoc,German,post___verantwortung,1
PostDoc,German,geld___hanna,1
PostDoc,German,post___tweet,1
PostDoc,German,post___thema,1
PostDoc,German,post___teil,1
PostDoc,German,post___tag,1
PostDoc,German,post___stunde,1
PostDoc,German,post___studium,1
PostDoc,German,post___struktur,1
PostDoc,German,geld___karriere,1
PostDoc,German,post___reform,1
PostDoc,German,post___qualifikation,1
PostDoc,German,post___projekt,1
PostDoc,German,geld___kommentar,1
PostDoc,German,geld___mittel,1
PostDoc,German,post___postdoc,1
PostDoc,German,personal___postdoc,1
PostDoc,German,personal___politik,1
PostDoc,German,mittel___situation,1
PostDoc,German,glück___publikation,1
PostDoc,German,glück___konferenz,1
PostDoc,German,glück___land,1
PostDoc,German,monat___professor,1
PostDoc,German,glück___position,1
PostDoc,German,glück___post,1
PostDoc,German,monat___post,1
PostDoc,German,monat___position,1
PostDoc,German,glück___projekt,1
PostDoc,German,monat___möglichkeit,1
PostDoc,German,gesellschaft___tag,1
PostDoc,German,mittelbau___zukunft,1
PostDoc,German,mittelbau___wort,1
PostDoc,German,mittelbau___woche,1
PostDoc,German,glück___semester,1
PostDoc,German,glück___situation,1
PostDoc,German,glück___studium,1
PostDoc,German,glück___urlaub,1
PostDoc,German,glück___wissenschaftlerin,1
PostDoc,German,monat___qualifikation,1
PostDoc,German,glück___kommentar,1
PostDoc,German,monat___reform,1
PostDoc,German,monat___sache,1
PostDoc,German,monat___wort,1
PostDoc,German,gespräch___promotion,1
PostDoc,German,gespräch___sache,1
PostDoc,German,gespräch___studium,1
PostDoc,German,gespräch___stunde,1
PostDoc,German,gespräch___teil,1
PostDoc,German,gespräch___universität,1
PostDoc,German,monat___urlaub,1
PostDoc,German,gespräch___vertrag,1
PostDoc,German,gespräch___wirtschaft,1
PostDoc,German,monat___tweet,1
PostDoc,German,monat___track,1
PostDoc,German,glück___hochschule,1
PostDoc,German,glück___idee,1
PostDoc,German,glück___interview,1
PostDoc,German,monat___situation,1
PostDoc,German,glück___kollege,1
PostDoc,German,glück___wissenschaftssystem,1
PostDoc,German,glück___wort,1
PostDoc,German,grund___hochschule,1
PostDoc,German,grund___realität,1
PostDoc,German,mittelbau___nachwuchs,1
PostDoc,German,grund___struktur,1
PostDoc,German,mittel___zukunft,1
PostDoc,German,grund___studium,1
PostDoc,German,mittel___wort,1
PostDoc,German,grund___tag,1
PostDoc,German,mittel___wissenschaftssystem,1
PostDoc,German,mittel___wissenschaftler,1
PostDoc,German,grund___thread,1
PostDoc,German,mittel___universität,1
PostDoc,German,mittel___uni,1
PostDoc,German,mittel___tweet,1
PostDoc,German,grund___urlaub,1
PostDoc,German,grund___wort,1
PostDoc,German,mittel___tag,1
PostDoc,German,mittel___system,1
PostDoc,German,mittel___stunde,1
PostDoc,German,grund___stelle,1
PostDoc,German,mittelbau___position,1
PostDoc,German,grund___innovation,1
PostDoc,German,grund___projekt,1
PostDoc,German,grund___kollege,1
PostDoc,German,mittelbau___thread,1
PostDoc,German,grund___kritik,1
PostDoc,German,grund___lehre,1
PostDoc,German,mittelbau___stunde,1
PostDoc,German,grund___mitarbeiter,1
PostDoc,German,mittelbau___struktur,1
PostDoc,German,grund___mittel,1
PostDoc,German,grund___monat,1
PostDoc,German,grund___möglichkeit,1
PostDoc,German,grund___person,1
PostDoc,German,mittelbau___realität,1
PostDoc,German,mittelbau___publikation,1
PostDoc,German,grund___personal,1
PostDoc,German,mittelbau___projekt,1
PostDoc,German,mittelbau___professor,1
PostDoc,German,grund___prof,1
PostDoc,German,möglichkeit___person,1
PostDoc,German,gespräch___prof,1
PostDoc,German,möglichkeit___position,1
PostDoc,German,person___semester,1
PostDoc,German,person___qualifikation,1
PostDoc,German,person___publikation,1
PostDoc,German,person___promotion,1
PostDoc,German,gesetz___gespräch,1
PostDoc,German,gesetz___glück,1
PostDoc,German,gesetz___grund,1
PostDoc,German,gesetz___innovation,1
PostDoc,German,gesetz___job,1
PostDoc,German,person___position,1
PostDoc,German,gesetz___karriere,1
PostDoc,German,person___perspektive,1
PostDoc,German,person___personal,1
PostDoc,German,gesetz___kommentar,1
PostDoc,German,gesetz___kritik,1
PostDoc,German,gesetz___leute,1
PostDoc,German,gesetz___lösung,1
PostDoc,German,gesetz___mitarbeiter,1
PostDoc,German,gesellschaft___zukunft,1
PostDoc,German,gesellschaft___wort,1
PostDoc,German,nachwuchs___vorschlag,1
PostDoc,German,gesellschaft___woche,1
PostDoc,German,person___zukunft,1
PostDoc,German,person___wort,1
PostDoc,German,gesellschaft___thread,1
PostDoc,German,gesellschaft___track,1
PostDoc,German,gesellschaft___uhr,1
PostDoc,German,gesellschaft___un,1
PostDoc,German,person___vorschlag,1
PostDoc,German,person___verwaltung,1
PostDoc,German,person___verantwortung,1
PostDoc,German,person___urlaub,1
PostDoc,German,gesellschaft___verantwortung,1
PostDoc,German,gesellschaft___video,1
PostDoc,German,person___un,1
PostDoc,German,person___thread,1
PostDoc,German,gesellschaft___vorschlag,1
PostDoc,German,person___teil,1
PostDoc,German,gesellschaft___wissenschaftssystem,1
PostDoc,German,gesetz___mittel,1
PostDoc,German,nachwuchs___video,1
PostDoc,German,möglichkeit___post,1
PostDoc,German,gespräch___idee,1
PostDoc,German,gespräch___interview,1
PostDoc,German,gespräch___jahr,1
PostDoc,German,gespräch___konferenz,1
PostDoc,German,gespräch___kopf,1
PostDoc,German,gespräch___lehre,1
PostDoc,German,möglichkeit___verwaltung,1
PostDoc,German,gespräch___mittelbau,1
PostDoc,German,möglichkeit___tweet,1
PostDoc,German,möglichkeit___track,1
PostDoc,German,möglichkeit___thema,1
PostDoc,German,möglichkeit___teil,1
PostDoc,German,möglichkeit___tag,1
PostDoc,German,gespräch___nachwuchs,1
PostDoc,German,möglichkeit___studium,1
PostDoc,German,möglichkeit___promotion,1
PostDoc,German,gespräch___politik,1
PostDoc,German,gespräch___position,1
PostDoc,German,nachwuchs___personal,1
PostDoc,German,gesetz___wort,1
PostDoc,German,nachwuchs___verwaltung,1
PostDoc,German,nachwuchs___position,1
PostDoc,German,gesetz___person,1
PostDoc,German,nachwuchs___verantwortung,1
PostDoc,German,gesetz___personal,1
PostDoc,German,gesetz___perspektive,1
PostDoc,German,nachwuchs___un,1
PostDoc,German,gesetz___sache,1
PostDoc,German,gesetz___stunde,1
PostDoc,German,gesetz___track,1
PostDoc,German,nachwuchs___sache,1
PostDoc,German,nachwuchs___reform,1
PostDoc,German,nachwuchs___qualifikation,1
PostDoc,German,nachwuchs___promotion,1
PostDoc,German,gesetz___tweet,1
PostDoc,German,gesetz___verantwortung,1
PostDoc,German,gesetz___video,1
PostDoc,German,gesetz___vorschlag,1
PostDoc,German,gesetz___woche,1
Professor,German,arbeitsbedingung___professor,1
Professor,German,arbeitsbedingung___projekt,1
Professor,German,habil___idee,1
Professor,German,fach___job,1
Professor,German,fach___möglichkeit,1
Professor,German,fach___monat,1
Professor,German,fach___mittelbau,1
PostDoc,German,befristung___lösung,1
PostDoc,German,befristung___nachwuchs,1
Professor,German,fach___kommentar,1
Professor,German,fach___kind,1
Professor,German,fach___karriere,1
Professor,German,fach___idee,1
Professor,German,entscheidung___universität,1
Professor,German,fach___hochschule,1
PostDoc,German,befristung___position,1
PostDoc,German,befristung___post,1
Professor,German,fach___glück,1
Professor,German,fach___geld,1
PostDoc,German,befristung___prof,1
Professor,German,fach___finanzierung,1
Professor,German,erfahrung___wort,1
Professor,German,fach___nachwuchs,1
Professor,German,fach___person,1
PostDoc,German,befristung___lehre,1
PostDoc,German,befristung___kritik,1
PostDoc,German,befristung___geschichte,1
PostDoc,German,befristung___gesellschaft,1
Professor,German,fach___wissenschaftssystem,1
Professor,German,fach___wissenschaftler,1
PostDoc,German,befristung___glück,1
Professor,German,fach___unsicherheit,1
PostDoc,German,befristung___hanna,1
PostDoc,German,befristung___idee,1
Professor,German,fach___un,1
Professor,German,fach___thread,1
PostDoc,German,befristung___job,1
Professor,German,fach___stelle,1
Professor,German,fach___situation,1
Professor,German,fach___sicherheit,1
Professor,German,fach___reform,1
PostDoc,German,befristung___kind,1
PostDoc,German,befristung___kopf,1
Professor,German,erfahrung___woche,1
Professor,German,erfahrung___wissenschaftssystem,1
PostDoc,German,befristung___struktur,1
Professor,German,erfahrung___mittelbau,1
PostDoc,German,beispiel___folge,1
PostDoc,German,beispiel___frage,1
PostDoc,German,beispiel___geld,1
Professor,German,erfahrung___land,1
Professor,German,erfahrung___kind,1
PostDoc,German,beispiel___hochschule,1
Professor,German,erfahrung___innovation,1
Professor,German,erfahrung___idee,1
Professor,German,erfahrung___habil,1
Professor,German,erfahrung___gespräch,1
PostDoc,German,beispiel___kind,1
PostDoc,German,beispiel___kollege,1
Professor,German,erfahrung___fach,1
Professor,German,entscheidung___woche,1
PostDoc,German,beispiel___konferenz,1
PostDoc,German,beispiel___kritik,1
Professor,German,entscheidung___vorschlag,1
Professor,German,erfahrung___mitarbeiter,1
Professor,German,erfahrung___monat,1
Professor,German,erfahrung___vertrag,1
Professor,German,erfahrung___möglichkeit,1
PostDoc,German,befristung___stunde,1
PostDoc,German,befristung___teil,1
Professor,German,erfahrung___un,1
Professor,German,erfahrung___thread,1
Professor,German,erfahrung___thema,1
PostDoc,German,befristung___thread,1
PostDoc,German,befristung___tweet,1
Professor,German,erfahrung___sinn,1
Professor,German,erfahrung___qualifikation,1
PostDoc,German,beispiel___bmbf,1
PostDoc,German,beispiel___buch,1
PostDoc,German,beispiel___bund,1
PostDoc,German,beispiel___chance,1
Professor,German,erfahrung___prof,1
PostDoc,German,beispiel___erfahrung,1
Professor,German,erfahrung___politik,1
PostDoc,German,beispiel___fach,1
PostDoc,German,befristung___geld,1
Professor,German,familie___geld,1
Professor,German,familie___glück,1
Professor,German,forderung___gesetz,1
PostDoc,German,bedingung___land,1
Professor,German,finanzierung___wort,1
Professor,German,finanzierung___wissenschaftler,1
Professor,German,finanzierung___unsicherheit,1
PostDoc,German,bedingung___person,1
PostDoc,German,bedingung___perspektive,1
PostDoc,German,bedingung___politik,1
PostDoc,German,bedingung___post,1
Professor,German,finanzierung___system,1
Professor,German,finanzierung___punkt,1
PostDoc,German,bedingung___publikation,1
PostDoc,German,bedingung___realität,1
PostDoc,German,bedingung___semester,1
PostDoc,German,bedingung___situation,1
Professor,German,finanzierung___möglichkeit,1
PostDoc,German,bedingung___stunde,1
Professor,German,finanzierung___leute,1
Professor,German,forderung___frage,1
Professor,German,forderung___grund,1
Professor,German,finanzierung___kollege,1
PostDoc,German,bedingung___kommentar,1
Professor,German,forderung___tag,1
Professor,German,forderung___system,1
Professor,German,forderung___studium,1
PostDoc,German,bedingung___gesetz,1
Professor,German,forderung___sinn,1
Professor,German,forderung___reform,1
Professor,German,forderung___punkt,1
Professor,German,forderung___professor,1
Professor,German,forderung___problem,1
Professor,German,forderung___perspektive,1
PostDoc,German,bedingung___interview,1
PostDoc,German,bedingung___job,1
Professor,German,forderung___leute,1
PostDoc,German,bedingung___karriere,1
PostDoc,German,bedingung___kind,1
PostDoc,German,bedingung___kollege,1
Professor,German,forderung___jahr,1
PostDoc,German,bedingung___thema,1
PostDoc,German,bedingung___track,1
PostDoc,German,befristung___fach,1
Professor,German,familie___professur,1
Professor,German,familie___postdoc,1
Professor,German,familie___post,1
Professor,German,familie___politik,1
Professor,German,familie___person,1
Professor,German,familie___nachwuchs,1
Professor,German,familie___monat,1
Professor,German,familie___mittelbau,1
PostDoc,German,befristung___bundestag,1
Professor,German,familie___liebe,1
Professor,German,familie___land,1
PostDoc,German,befristung___chance,1
PostDoc,German,befristung___dis,1
PostDoc,German,befristung___diskussion,1
PostDoc,German,befristung___druck,1
Professor,German,familie___innovation,1
Professor,German,familie___idee,1
PostDoc,German,befristung___erfolg,1
Professor,German,familie___prof,1
PostDoc,German,befristung___bereich,1
Professor,German,finanzierung___idee,1
Professor,German,familie___qualifikation,1
PostDoc,German,bedingung___tweet,1
Professor,German,finanzierung___hanna,1
Professor,German,finanzierung___gesetz,1
PostDoc,German,bedingung___uhr,1
PostDoc,German,bedingung___un,1
PostDoc,German,bedingung___universität,1
PostDoc,German,bedingung___verantwortung,1
PostDoc,German,bedingung___vertrag,1
PostDoc,German,bedingung___video,1
Professor,German,familie___video,1
PostDoc,German,bedingung___vorschlag,1
PostDoc,German,bedingung___wirtschaft,1
Professor,German,familie___thema,1
PostDoc,German,bedingung___wissenschaftssystem,1
Professor,German,familie___studium,1
PostDoc,German,bedingung___woche,1
Professor,German,familie___situation,1
PostDoc,German,beispiel___lehre,1
PostDoc,German,beispiel___leistung,1
PostDoc,German,bedingung___geschichte,1
PostDoc,German,beitrag___zeit,1
PostDoc,German,beitrag___uhr,1
